"Label","Tweet"
"Non_Bully","RT @netmediatama: Presiden @jokowi menggunakan hak suaranya untuk Pilkada DKI Jakarta 2017 di TPS 4 Gambir Jakarta Pusat. #NETPilkada"
"Non_Bully","RT @boelatboelat: agree pak @basuki_btp kekuasaan itu Tuhan yang kasih, walau dijatuhkan, Tuhan akan menaikkan :) #MataNajwaDebatJakarta"
"Non_Bully","RT @AzzamBarbarossa: Akibat Nila Setitik Rusak Susu Sebelangga, Akibat Mulut Oknum Tak terdidik Rusak Juga Persatuan Bangsa. #IklanAhokJahat"
"Non_Bully","Mudah-mudahan Novel baswedan tidak alami kebutaan pada matanya. Kalau sampai buta, saya siap mendonorkan mata saya untuk dia."
"Non_Bully","Mengapa mereka melakukan ini, apakah bisa merubah keadaan bagi para pemilih nanti ? #IklanAhokJahat"
"Non_Bully","RT @hariadhi: Siapa yg salah? Ahok? Iklannya? Bukan.. yang perlu diprotes adalah orang yg benar2 pake spanduk itu #IklanAhokJahat https://t"
"Non_Bully","Sampe sekarang gue blm ngerti dp rumah 0% itu gmn skemanya. Trs emg ada ya perbankan yg mau ngasih kredit rumah gak pakai dp? #debatfinalpilkadadki"
"Non_Bully","#debatfinalpilkadadki Bagi Anies gubernur adalah pemimpin, bukan administratur / pelayan masyarkt. Padahal melayani mencerminkan integritas."
"Non_Bully","Kalimat Penutup Anies Ambisius, Ahok Minta Maaf, Karakter Tidak Bisa Bohong. #DebatPilkadaDKI #DebatFinalPilkadaDKI"
"Non_Bully","pertunjukan yang sangat membuat saya serius dan gak mau diganggu, selamat untuk pak @aniesbaswedan buat gagasan nya #MataNajwaDebatJakarta"
"Non_Bully","RT @BelaQuran: Kami tdk akan terprovokasi dgn sentimen dan jualan SARA mu itu, karena kami cinta Indonesia #IklanAhokJahat"
"Non_Bully","Semakin umat di suguhkan #IklanAhokJahat maka akan semakin terlihat siapa yang menebar kebencian terhadap kerukunan antar umat beragama"
"Non_Bully","Hampir semua polling Anies - Sandi yang menang. Semoga hari H nya juga demikian. #AniesSandi"
"Non_Bully","RT @anjisudirman: @fahiraidris Yg iklankan kampanye ahox adalah yg sama sebarin spanduk syariah dan brosur black campaign. #IklanAhokJahat"
"Non_Bully","Oke Oce akan menjadi brand dimana, semuanya menjadi OKe Oce, bahkan nanti ada kampung Oke Oce #debatfinalpilkadadki"
"Non_Bully","RT @BelaQuran: Sungguh sgt mengherankan, mengkampanyekan kebhinekaan tp dengan menyebarkan Islamophobia, kebhinekaan yg mana yg dimaksud?"
"Non_Bully","Debat Final Pilkada DKI Jakarta, Siapa yang Gagap, dan Siapa yang Tepat Menjawab - Adjat Sudradjat"
"Non_Bully","Jika persoalan pemimpin hanya dikaitkan dengan lisan, maka apa bedanya gubernur dengan anak-anak? #MataNajwaDebatJakarta"
"Non_Bully","Cerita Djarot ini diharapkan membuat para pendukung tetap berdamai. #debatfinalpilkadadki #temanahok #AniesSandi"
"Non_Bully","Cuman mau bilang sama yang serius banget ngetweet pakai hastag #IklanAhokJahat ""Gitu aja baper""."
"Non_Bully","Ira Koesno Didekati Anies-Sandi Lalu Marahi Pendukung Paslon Saat Debat Pilkada DKI"
"Non_Bully","Alhamdulillah ya Allah SWT Semoga jakarta punya gubernur baru yg lebih bersahaja, bersahabat utk semuanya #AniesSandi"
"Non_Bully","Jelang larut semalam. Diskusi dengan aktifis Golkar tingkat kelurahan. Siap bergabung dalam pemenangan #AniesSandi"
"Non_Bully","RT @alayyubichoir: Sosok Anies Sandi harus diakui sgt mengayomi. Sangat kompeten utk membangun kerukukan & kebhinekaan di Jakarta"
"Non_Bully","RT @nielchen99: Ngomong manis memang gampang giliran kerja bingung #MataNajwaDebatJakarta"
"Non_Bully","19 April adalah saat yang penting bagi warga Jakarta untuk menentukan masa depan Ibukota"
"Non_Bully","RT @maharanisinta70: terimakasih Pak Anies pemaparantentang DP 0 ,memberi solusi bagi warga jakarta yang ingin punya rumah dan tidak nyewa terus."
"Non_Bully","Yang aku perhatikan, Tim Mas @aniesbaswedan sibuk ngoceh tentang @basuki_btp dan programnya. Kenapa gak ngurus diri sendiri?"
"Non_Bully","kalo pilih gubernur yg jujur, kerja nyata,anti korupsi,tegas,pinter,mlyani rakyat iklas & peduli pilih ahok djarot,.."
"Non_Bully","RT @anies_sandi: Bisa merangkul dan menegakkan hukum. Kepemimpinan itu hadir dengan memberikan contoh & perbuatan - @aniesbaswedan"
"Non_Bully","Hasil kerja Ahok Djarot sungai di Jakarta kembali normal, bersih dan enak dipandang"
"Non_Bully","Ahok & Anies sama baiknya kok, sama bagusnya, sama okenya. Siapa yg kepilih yg menang tetap rakyat jakarta"
"Non_Bully","Semoga pak basuki bisa jadi presiden,agar Indonesia lebih maju."
"Non_Bully","Allah SWT tdk butuh anda. Tapi Anda yang butuh Allah,Rezeki, hidup matimu. Allah yg tentukan. Mau khianati Allah? yakin gak nyesel? #SidangAhok"
"Non_Bully","#SidangAhok dilanjutkan dengan rekaman yang memuat kampanye Ahok di DPP Nasdem dan juga Pulau Seribu. | @adrieedu https://t.co/8P5P4DUcFG"
"Non_Bully","RT @JanurOmank2626: Ahok harus bebas demi hukum demi keadilan demi kelanjutan perbaikan DKI. Semoga hakim mmpunyai sense of justice"
"Non_Bully","Pembangkit Listrik Tenaga Panas Bumi Terbesar Dunia.. #CitiPeka #SidangAhok #Tebak2anHajiDjarot https://t.co/KtXdXZsh8H"
"Non_Bully","RT @findririn: Dan toleransi itu, ketika muslim bisa menjalankan perintah agamanya, dan non muslim juga bisa menjalankan agamanya."
"Non_Bully","RT @findririn: Walaupun artinya teman setia, seharusnya lebih dihindari kalau jd pemimpin"
"Non_Bully","Semua kejujuran akan mendapatkan pahala dr surga #FreeAhok"
"Non_Bully","Seharusnya mah basuki sudah bebas ya kan? #FreeAhok https://t.co/Mw3k0vYweF"
"Non_Bully","RT @RuridaJihandari: Itu sidang apa drama korea sampe 20kali, lagi menunggu sidang ahok season 2 nih... Kayaknya goblin mah kalah pamornya"
"Non_Bully","Menurut Anda, Transportasi Online manakah dikatakan ""tarif murah, aman & nyaman"" melayani ???"
"Non_Bully","Nelayan Jakarta Sudah Disiapin Pulau Khusus oleh Pemda DKI #LunchBreak #SidangAhok"
"Non_Bully","Adakah Potensi Radikalisme di Pilgub DKI Jakarta? #LunchBreak #SidangAhok"
"Non_Bully","RT @NovenStjK: Siaran ulang #AhokDjarotDiRosi malam ini, saksikan yuk di @KompasTV #AhokDjarot #Temanahok"
"Non_Bully","cuma org"" yg salah saja yg takut dgn doa itu,anda salah?? kenapa takut??? bertobatlah sebelum doa itu dinyatakan,"
"Non_Bully","Selamat Pagi met aktifitas happy weekend Semoga kita jadi orang jujur biar hidup slalu mujur Aamiin #FreeAhok"
"Non_Bully","Ahok dituntut 1 tahun penjara. Kemungkinan akan divonis bebas. Masalahnya, warga DKI terlanjur kehilangan pemimpin terbaik. #FreeAhok"
"Non_Bully","Alhamdulillah tuntutan jaksa hanya 1 tahun masa percobaan 2 tahun yg artinya sbnrnya jaksa mengakui kalo Ahok itu tak bersalah #FreeAhok"
"Non_Bully","Kalah atau menang #tetapahok. Terimakasih krn banyak ngasih pelajaran bagaimana kerja keras utk rakyat dgn bersih."
"Non_Bully","Pilkada Serentak, Megawati Hanya Minta Jangan ada Intimidasi dan Politik Uang https:\/\/t.co\/zHhvJ4qrrY"
"Non_Bully","#thw911 Saat Anies-Sandiaga Minta Doa Ustaz untuk Debat Pilkada https:\/\/t.co\/2odlrYteU1"
"Non_Bully","Jangan pernah lelah mengabdi untuk Indonesia Pak @basuki_btp. #TetapAhok!"
"Non_Bully","@LaitsSaja Jika Menang, Anies Siap Rangkul Paslon Lain Jika menang dalam kontestasi Pilkada https:\/\/t.co\/KG40YTelWX"
"Non_Bully","@LaitsSaja TNI-Polri Bersinergi Jaga Keamanan Jelang Pilkada DKI TNI dan Polri terus bersin https:\/\/t.co\/HP77I9lffG"
"Non_Bully","@novie_wednes72r Bismillah Inshaa ALLAH Agus Sylvi menang Pilkada DKI 1putaran dan jadi pemimpin yg amanah dan mencintai rakyat jakarta."
"Non_Bully","Trima kasih pak uda bikin jakarta lebih baik selama bapak menjabat...."
"Non_Bully","@nu_online sikap yang jelas dan tegas demi ketertiban dan keamanan ibu kota negara menjelang pilkada dki jakarta"
"Non_Bully","Rencana Tuhan lebih baik dari rencana manusia. Mungkin Ahok bs bekerja kebih baik di posisi lain"
"Non_Bully","walau kalah tp aku tetap merasa terhormat mendukung BADJA #TerimakasihAhok"
"Non_Bully","Basuki TP Ahok Wawancara informal dengan wartawan Balaikota: https:\/\/t.co\/g7iB5H5RUL"
"Non_Bully","Terimakasih Pak Ahok @basuki_btp #tetapahok karena kita memang siap kalah, dan selamat buat Gubernur baru"
"Non_Bully","LUCU !! Yuk Melihat AHOK Promosikan Musik Dangdut Kepada Tamu Mancanegara"
"Non_Bully","Minggu Tenang Pilkada, Ahok Fokus Kerja di Balai Kota: Peresmian-peresmian RPTRA CSR ditunda."
"Non_Bully","MANTAB !! AHOK dan Pemprov DKI Jakarta Terjunkan Alat Berat Untuk Keruk Sampah di Waduk Pluit"
"Non_Bully","Pagi Ini Polrestro Bekasi Gelar Pasukan Pilkada https:\/\/t.co\/ypRv5nNjSb"
"Non_Bully","Pak @basuki_btp saya hanya bantu menyampaikan. Sbg orang2 di sekitar Pak Ahok bisa menyampaikan ke beliau. @kurawa. #BlusukanAhok #Gue2"
"Non_Bully","pak ahok kalau anda jadi gubernur jangan lupa anda harus bangun provinsi Jambi buat lahan petani semua, dan jln kreta api jambi, riau, lampung"
"Non_Bully","Partai Nasdem Optimis Menang di Pilkada Serentak 2017 https:\/\/t.co\/EOAzcxai94"
"Non_Bully","biar kalah, tetap bangga. Sabar n iklas menerima nya. Masih bnyak jabatan lain untuk pak ahok. #TetapAhok"
"Non_Bully","Sabar n iklas ya pak. Apa pun hasil nya. Kita tetap dukung. Di mna pun/jabatn apa pun yg bpk emban nanti. #TetapAhok"
"Non_Bully","Wlaupun kita tak kenal,saya yakini slama ini kamu tlah bkerja kras tuk sebuah nilai yg diperjuangkan."
"Non_Bully","RT @ahokdijegal: Kita mgk bs mendukung dia dlm hal kejujuran dan niat baik utk melayani warga, tapi gantiin dia dlm hal pekerjaan"
"Non_Bully","Puluhan Personel Brimob Nunukan Diberangkatkan, Amankan Pilkada di Dua Provinsi"
"Non_Bully","@basuki_btp sing sabar pak.. Simpen energi bapak untuk bagian lain Indonesia... Gusti Allah mboten sare pak..."
"Non_Bully","Karena saya memilih dengan sehat maka saya kompensasikan dengan sarapan pagi yang, uhm, secara umum gak sehat. IMPAS"
"Non_Bully","RT @Aktualco: Mahfud MD Heran, UU Pemda Sangat Jelas Tapi Mendagri Keukeuh Pertahankan Ahok"
"Non_Bully","RT @AlissaWahid: Tuips, Ibu Sinta Nuriyah tidak pernah mengeluarkan pernyataan terkait pilkada DKI"
"Non_Bully","RT @AmaliaAmelCute2: Lebih tambah jatuh hati deh jadinya Tak bisa berpaling ke pilihan yg lain Tetap ke pak ahok -Djarotlah yg terbaik"
"Non_Bully","RT @AnakBaranusa: Yoi... Yang Jelas Pemenagnya itu hanya satu pasang calon, buka dua apa lagi tiga. 1, 2 dan 3 memiliki Peluang yg sama"
"Non_Bully","RT @AT_AbdillahToha: Aksi 112 tampaknya akan diubah jadi zikir pilkada. Sejauh yg saya tahu, zikir adalah ibadah dekatkan diri ke Allah."
"Non_Bully","RT @blogdokter: Janganlah karena pilkada dan kepentingan politik sesaat, persahabatan dan persaudaraan kita terputus | Kita adalah saudara."
"Non_Bully","RT @Brani2000: Pilkada di Beltim di kampung sendiri ahok hanya 33% suara. Di Babel kalah telak. Pilkada di DKI? paling cuma 3% suara"
"Non_Bully","RT @digembok: Ya allah... Beneran... Pak ahok akhirnya samperin si emak..."
"Non_Bully","Terimakasih Pak @basukibtp untuk 5 tahunnya, 3 tahun sbg wakil gubernur & 2 tahun sbg gubernur!"
"Non_Bully","RT @eliya_mkom: kesimpulannya tuips, mari kita menangkan Agus Sylvi SATU Putaran, gak perlu pakai 2 putaran segala, cuma habiskan waktu"
"Non_Bully","Dan selamat atas kemenangannya untuk bapak Anies & Sandi. Semoga Jakarta bisa bersatu lagi"
"Non_Bully","Bangga masih memiliki putra bangsa seperti pak Basuki dan pak Jarot."
"Non_Bully","Temen-temen, apapun pilihannya, masih ada kehidupan setelah pilkada. Mari saling merangkul & saatnya Jakarta maju dan bahagia bersama."
"Non_Bully","Selamat atas status barunya pak #Aniessandi, semangat ya pak, semoga semua sesuai dengan janjinya"
"Non_Bully","Pak ahok @basukibtp tetep semangat yaaa, saya akan selalu menghargai kerja keras bapak dan saya ucapkan selamat atas kemenangan paslon nomor 3 yaitu #AniesSandi!"
"Non_Bully","Terima kasih pak ahok pak djarot kami bangga perna di pimpin sama bapak berdua...tetap semangat...sukses terus pak"
"Non_Bully","Terima kasih Pak Ahok-Djarot telah bersama kami beberapa tahun ini"
"Non_Bully","RT @FerpuAdvocates: Sumarsono: Gaya Pak Ahok yg Kerja Keras Patut Dicontoh dan itu Bagus!!!"
"Non_Bully","RT @Franstone888: Klo semua mau jujur dan pake hati nurani, Ahok adlh yg terbaik buat Jakarta. Gubernur yg jujur dan benar2 perhatian pd warga"
"Non_Bully","Pak Ahok the best aku salut sama pak orang nya sabar dengan cobaan dari tuhan Pak Ahok is the best"
"Non_Bully","RT @hariadhi: Makasih Pak Ahok, sudah ajarkan kami makna peduli sama rakyat. Andai di masa depan saya dpt kesempatan"
"Non_Bully","RT @IpungLombok: Hadeuuuh.. Kenapa jadi gaduh gini Pilkada DKI ya... Padahal Pilkada serentak 2015 lalu aman aman saja?"
"Non_Bully","RT @MbakNevi: Masyarakat Transportasi Jakarta dukung Ahok-Djarot, https:\/\/t.co\/7fdwk8XvCB"
"Non_Bully","Saya sudah tidak tertarik melihat Debat Pilkada DKI, namun ada yang menarik. Salah satu Cagub sering mengepalkan tangan pada saat menjelas"
"Non_Bully","Semangat terus. Maju terus di dalam TUHAN. God Bless you more and forever bpk ahok dan family"
"Non_Bully","Selamat bertugas pak Anis, semoga Jakarta menjadi lebih baik lagi!"
"Non_Bully","@aniesbaswedan @sandiuno selamat ya pak, kami tunggu program terealisasi. Jangan kecewakan Jakarta"
"Non_Bully","Saya selalu mendoakan yg terbaik untk bapak dan bapak juga mendapatkan banyak ucapan dari saudara di gaza palestina"
"Non_Bully","Selamat untk bpk @aniesbaswedan & @sandiagauno atas kemenangannya. Semoga allah memberkahi disetiap langkah yg bapak ambil aminnn salam3jari"
"Non_Bully","RT @netmediatama: Mereka telah siap berikan yang terbaik di ajang debat terbuka!"
"Non_Bully","Pak anies dan pak @sandiuno selamat ya sudah terpilih jd gubernur dan wagub Jakarta."
"Non_Bully","RT @PartaiSocmed: Kejahatan perbankan yg di spin oleh tim AHY untuk kepentingan pilkada"
"Non_Bully","RT @swamediumcom: Agus-Sylvi Diprediksi Maju di Putaran Kedua Pilkada DKI versi Survey GRP"
"Non_Bully","RT @temanAhok: Alhamdulillah sambutan antusias warga di tiap blusukan pak Ahok selalu real. Ngga ada settingan."
"Non_Bully","Sampai detik ini pak ahok masih harapan terbesar saya #prayforjakarta"
"Non_Bully","Tuhan punya rencana yg indah buat Pak Ahok dan Pak Djarot"
"Non_Bully","Selamat dan terima kasih banyak untuk pak Ahok dan pak Djarot yg sudah menunjukan bahwa negara ini masih punya orang2 baik"
"Non_Bully","Terima kasih pak atas segala kebaikan untuk jakarta yang sudah kalian tancapkan di hati warga jakarta"
"Non_Bully","Pasti bapak anies sandi kemungkinan besar menang"
"Non_Bully","Terima kasih. Kepada pendukung kami, percayalah... Tuhan tahu yang terbaik. #JakartaPunyaSemua"
"Non_Bully","Gubernur dan wakil gubernur terbaik yang pernah jakarta miliki."
"Non_Bully","RT @triwul82: Jelang Akhir Masa Tugas, Plt Gubernur DKI Akui Kinerja Ahok https:\/\/t.co\/04ihgI5cwZ"
"Non_Bully","RT @Wolfcrime: Pendukung yang Telah Dibaiat tapi Tak Pilih Agus-Sylvi Akan Terima Risikonya"
"Non_Bully","Mutiara tetap mutiara Pak Ahok Djarot. Tuhan pny rencana yg lebih daBullyyat utk Bapak ber2 utk Indonesia. Maju terus."
"Non_Bully","Tuhan percayakan hal yang lebih Besar lagi kepada Pak Ahok selain hanya menjadi Gubernur Dki jakarta."
"Non_Bully","I LOVE YOU PAK AHOK.AKU HANYA BISA BERDOA SEMOGA TUHAN MEMBERKATI. SALAM 2 JARI UNTUK PA AHOK I LOVE YOU"
"Non_Bully","Survei Terbaru: Anies-Sandi Melejit Jauh Tinggalkan Ahok-Djarot https:\/\/t.co\/2IHhuzPsbF"
"Non_Bully","Aku akui pak ahok itu tangguh sekali dan apa adanya"
"Non_Bully","saya selalu mendukung dan berdoa untukmu ahokdjarot terimakasih"
"Non_Bully","Meski Badjê tak lagi menjadi pelayan rakyat...kami selalu berdoa terbaik buat Badja. Kami bangga pernah memiliki kalian."
"Non_Bully","Mudah2han pak ahok jadi nomor satu di Indonesia"
"Non_Bully","TPS Paslon Pilkada DKI Akan Dijaga Ketat"
"Non_Bully","saya bukan penduduk jakarta. tapi saya kagum pada sosok ahok dan jarot.allah memang punya rencana lain.selamat pada beliau"
"Non_Bully","Pak anies tolong bongkar lagi masjid yg di bangun pak ahok di daan mogot"
"Non_Bully","Yang blm pada move on mending bsk piknik aja mumpung long weekend hehehe"
"Non_Bully","Semoga bapak bisa meneladani sosok bang yos gubernur jakarta yang sangat cinta @persijajkt"
"Non_Bully","Pemimpin yg baik pemimpin yg mengerti akan jiwa pemuda, lanjutkan pak @aniesbaswedan"
"Non_Bully","kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya"
"Non_Bully","Negara kita negara BHINEKA TUNGGAL IKA. jadi ga liat pemimpin dengan agama ,ras ,budaya"
"Non_Bully","pak @aniesbaswedan kami disini mendulungmu untuk jakarta yg maju bukan hanya ekonomi nya tapi juga prestasi sepakbola nya"
"Non_Bully","Gw yakin suatu saat pasti Pak @basuki_btp akan ada patungnya sebagai tanda jasa entah itu di indo atau di madame tussaud."
"Non_Bully","Doa itu sebaiknya yg baik2. Karena Tuhan juga baik. Klo doa jelek jahat, akan berbalik ke diri yg mendoakan loh"
"Non_Bully","#badja Jakarta tidak butuh kalian lagi, tapi Indonesia menunggu untuk pengabdian kalian."
"Non_Bully","Artikel saya untuk Mas @pandji. Dari reklamasi, penggusuran, DP 0 Rupiah, OKE OCE, hingga ""figur pemersatu""."
"Non_Bully","#BesokGueAhok Karena Terbukti Dan Teruji Dari Segi Kerjanya,Ahok Untuk DKI Jakarta Lebih Baik Kemudian #TetapAhok"
"Non_Bully","ga tinggal di Jakarta sih, tp 1 rumah ngotot banget dukung Pak @basuki_btp!"
"Non_Bully","Semangat Pilkada! Untukmu pilihanmu dan untukku pilihanku #tetapahok"
"Non_Bully","Tapi perbedaan vital di reklamasi sama perumahan, justru gak bisa berkutik sama sekali."
"Non_Bully","Sabar dulu jgn tergesa2 nagih, beliau belum dilantik baru bulan Oktober nanti."
"Non_Bully","Pak @aniesbaswedan knpa ngga mampir dulu ke tempat saya. Orangtua saya ngefans bgt"
"Non_Bully","Semoga @persijajkt lebih maju dengan adanya gubernur era baru."
"Non_Bully","Tetap di masyarakat jakarta dan selalu membuat jakarta lebih baik.Dan hasilnya pun sudah terbukti"
"Non_Bully","saya sebagai masyarakat jakarta salut terhadap kepemimpinan pak ahok."
"Non_Bully","Semua sayang ahok. Saya berharap ahok bisa jadi presiden selanjutnya bersama pak jokowi."
"Non_Bully","Bukan lagi milik jakarta lagi ahok tapi milik kita untuk membangun jakarta lebih baik"
"Non_Bully","Pak Ahok, jadi cagub di Bekasi aja ya pak... Bekasi mau dipimpin orang seperti bapak, biar ada perubahan lebih baik @basukibtp"
"Non_Bully","Kekalahan Ahok adalah kemunduran peradaban di Indonesia. Selamat datang radikalisme. Akal sehat sudah tidak ada dinegara ini."
"Non_Bully","Semangat pak ahok , bapak sudah berjuang sekuat tenaga dan sudah berusaha melakukan yang terbaik, terima kasih pak"
"Non_Bully","Terima Kasih pak sudah mengabdi dijakarta dengan segudang permintaan warga."
"Non_Bully","Mungkin ada kata kata yang menyakitkan ya pak, tapi semoga itu menjadi semangat untuk bapak kedepannya."
"Non_Bully","Walaupun bapak tidak menang. Tapi saya menikmati kerja keras bapak selama menjabat. Terima kasih untuk bapak ahok."
"Non_Bully","miris ya pak ahok...sukses slalu buat my idola pak ahok"
"Non_Bully","Gue lebih suka Ahok bantuin Jokowi ngurusin Indonesia agar lebih cepet maju, bukan hanya Jakarta."
"Non_Bully","Pak kok saya pngn peluk bapak sambil bilang "" pak tetap semangat ya, saya selalu mendoakan yg terbaik untuk bapak"""
"Non_Bully","aya bukan warga jakarta tp saya sering ke jakarta.....saya bangga jakarta pernah di pegang bapak. Jadi rapih pak sekarang....."
"Non_Bully","Maka seyogyanya pilihanku #TetapAhok karna terlihat pencerahan pd sistem birokrasi."
"Non_Bully","Pak ahok tetap menjadi gubenur dihatiku ...."
"Non_Bully","Dari lahir di Jakarta sampe detik ini baru gue liat kali & pintu air Manggarai bersih dari sampah ya pas jaman Jokowi sampe Ahok. #TetapAhok"
"Non_Bully","Gpp kalah. mungkin belom rejekinya ya pak. Bagi kami bapak tetap pemimpin yang jujur. Tetap berkarya nyata"
"Non_Bully","Selama 20 tahun tinggal di Jakarta, baru 5 tahun terakhir benar-benar terasa perubahan dan sadar kalau itu akitbat gubernurnya."
"Non_Bully","Aku cinta Pak Ahok. Terimakasih ya Pak atas jasa-jasa dan kerja nyatanya selama 5 tahun terakhir."
"Non_Bully","Tetap semangat pak ahok.... terimakasih atas semua yg anda berikan untuk jakarta. sukses selalu buat pak ahok."
"Non_Bully","Pak ahok kita tetap mendukung apapun yang terjadi"
"Non_Bully","Terima kasih banyak buat kinerja keras dari Pak Ahok dan team selama memimpin DKI Jakarta. Tetap semangat selalu Pak. God Bless Bapak & Family."
"Non_Bully","Bapak ahok sosok yang saya banggakan, terimakasih pak sudah merubah jakarta."
"Non_Bully","semoga pak ahok selalu dlm lindungan tuhan, saya sayang sama pak ahok, pak ahok orang baik."
"Non_Bully","Terima kasih pak Basuki. Sampai kapan pun sejarah akan mencatat bapak membawa perubahan bagi kami warga jakarta"
"Non_Bully","Lanjutkan perjuangan Pak, Bapak orang baik pasti ditempatkan di tempat yg lebih baik juga."
"Non_Bully","Kau lah yang terhebat.. Karna kau lah kami mendapat inspirasi dan pengalaman yang sangat berharga."
